0	82	26
0	645	4
0	100	13
1	623	42
1	603	24
1	249	26
2	411	-5
2	73	50
2	463	35
3	627	-5
3	606	35
3	669	49
4	413	26
4	26	38
4	248	42
5	73	44
5	289	41
5	709	17
6	4	-3
6	607	43
6	241	-4
7	36	7
7	531	8
7	508	-1
8	315	-10
8	161	29
8	642	29
9	551	17
9	80	35
9	376	8
10	665	-8
10	429	6
10	409	5
11	532	16
11	172	39
11	437	14
12	205	8
12	232	-2
12	524	12
13	549	24
13	544	-2
13	12	44
14	540	42
14	217	-9
14	44	22
15	416	18
15	564	-1
15	722	22
16	293	-8
16	621	41
16	144	50
17	488	16
17	633	33
17	719	0
18	130	37
18	120	30
18	428	26
19	94	-6
19	125	49
19	590	-2
20	422	34
20	276	13
20	132	17
21	178	13
21	228	-4
21	386	2
22	387	25
22	564	1
22	401	-8
23	566	-2
23	337	35
23	565	-8
24	397	46
24	257	22
24	580	8
25	531	39
25	54	14
25	468	41
26	478	24
26	545	35
26	185	33
27	496	26
27	273	32
27	512	16
28	123	13
28	224	4
28	191	34
29	2	10
29	407	0
29	607	18
30	500	42
30	11	20
30	439	20
31	100	26
31	692	25
31	171	46
32	82	33
32	620	4
32	567	34
33	92	38
33	531	48
33	19	27
34	698	16
34	290	33
34	1	50
35	503	-7
35	269	-10
35	419	37
36	611	8
36	498	18
36	563	34
37	698	-6
37	583	36
37	158	14
38	600	16
38	33	-10
38	112	8
39	377	16
39	406	7
39	487	19
40	366	-10
40	78	28
40	263	22
41	403	33
41	581	3
41	484	22
42	675	-9
42	275	10
42	118	47
43	181	15
43	503	16
43	368	44
44	37	43
44	619	38
44	358	-6
45	66	32
45	477	33
45	305	-4
46	355	31
46	529	17
46	8	32
47	427	5
47	487	3
47	35	13
48	569	37
48	534	13
48	194	21
49	675	18
49	550	44
49	242	-5
50	9	12
50	388	1
50	98	48
51	126	8
51	404	39
51	187	12
52	403	-8
52	388	27
52	552	35
53	389	31
53	73	29
53	364	5
54	322	-10
54	211	50
54	651	42
55	496	36
55	473	-9
55	185	40
56	88	31
56	672	46
56	669	9
57	319	16
57	267	19
57	617	2
58	570	5
58	717	19
58	172	3
59	103	43
59	240	49
59	318	37
60	462	12
60	27	12
60	52	49
61	142	34
61	436	6
61	232	36
62	384	15
62	204	50
62	475	25
63	127	-3
63	250	50
63	631	7
64	330	49
64	426	25
64	712	22
65	72	11
65	637	7
65	654	16
66	293	40
66	377	30
66	303	50
67	476	13
67	564	46
67	330	-5
68	698	28
68	703	-7
68	172	5
69	263	17
69	600	14
69	407	-4
70	318	10
70	327	47
70	73	-4
71	436	46
71	273	20
71	515	-4
72	546	-8
72	77	34
72	203	17
73	405	41
73	159	14
73	112	-2
74	439	38
74	499	20
74	249	41
75	492	39
75	245	36
75	518	39
76	219	-8
76	266	1
76	110	-2
77	69	-3
77	220	1
77	383	-10
78	32	50
78	275	46
78	415	34
79	296	7
79	446	11
79	463	35
80	399	9
80	557	42
80	398	38
81	123	11
81	705	-5
81	367	36
82	244	15
82	54	11
82	68	-5
83	171	12
83	682	9
83	687	12
84	104	50
84	216	13
84	624	34
85	76	31
85	115	29
85	65	25
86	421	44
86	427	10
86	309	32
87	35	45
87	568	28
87	169	49
88	384	-7
88	582	31
88	39	39
89	340	46
89	592	-2
89	60	35
90	452	20
90	450	46
90	711	30
91	89	48
91	178	44
91	35	16
92	699	39
92	225	4
92	298	19
93	500	44
93	220	44
93	465	8
94	597	29
94	425	43
94	615	37
95	377	17
95	615	36
95	311	-8
96	37	-10
96	31	13
96	399	-5
97	408	50
97	449	38
97	514	14
98	506	9
98	135	38
98	229	40
99	189	39
99	229	17
99	29	40
100	483	41
100	703	-6
100	599	23
101	373	1
101	648	46
101	631	50
102	702	44
102	371	45
102	304	0
103	691	-1
103	216	44
103	715	1
104	454	-2
104	378	8
104	152	42
105	242	23
105	721	35
105	311	-10
106	507	26
106	665	20
106	499	18
107	542	38
107	692	28
107	350	28
108	676	38
108	627	41
108	363	15
109	23	47
109	395	27
109	28	-4
110	396	15
110	117	43
110	88	28
111	2	32
111	64	27
111	442	37
112	5	-9
112	553	33
112	567	17
113	464	-2
113	583	35
113	660	-9
114	390	48
114	139	-5
114	157	46
115	423	1
115	48	13
115	556	44
116	653	36
116	334	-1
116	240	39
117	467	20
117	488	-10
117	401	-9
118	270	48
118	34	-3
118	6	41
119	606	35
119	571	42
119	214	-2
120	234	24
120	481	18
120	179	31
121	4	39
121	440	-2
121	219	45
122	331	23
122	356	46
122	392	-4
123	231	38
123	303	3
123	58	41
124	291	-1
124	129	19
124	497	1
125	198	40
125	402	40
125	379	25
126	516	45
126	401	41
126	554	32
127	467	0
127	85	-1
127	64	48
128	710	50
128	477	44
128	192	36
129	654	3
129	686	24
129	212	-4
130	265	5
130	444	14
130	227	18
131	643	5
131	383	-6
131	344	40
132	10	18
132	297	34
132	343	16
133	190	-1
133	127	32
133	618	32
134	12	22
134	295	16
134	612	47
135	424	45
135	333	14
135	440	12
136	416	36
136	578	-9
136	566	40
137	486	-1
137	358	10
137	372	43
138	179	-1
138	464	50
138	118	31
139	318	-10
139	3	1
139	207	13
140	398	33
140	20	2
140	626	23
141	559	35
141	310	16
141	341	16
142	37	-9
142	637	15
142	444	-3
143	603	17
143	633	7
143	434	-6
144	11	5
144	45	40
144	567	46
145	704	38
145	41	4
145	60	33
146	440	0
146	95	35
146	482	9
147	349	-1
147	89	17
147	373	26
148	94	40
148	112	27
148	630	-9
149	503	8
149	689	2
149	85	-6
150	277	2
150	72	-10
150	546	1
151	305	-2
151	268	47
151	103	38
152	49	46
152	409	47
152	541	0
153	207	45
153	413	17
153	579	-7
154	643	34
154	586	28
154	363	-3
155	187	16
155	486	32
155	438	34
156	157	36
156	9	0
156	264	27
157	202	24
157	276	10
157	177	38
158	419	31
158	451	11
158	40	18
159	55	9
159	239	13
159	330	-1
160	235	10
160	129	26
160	174	8
161	150	24
161	223	16
161	116	23
162	546	0
162	237	42
162	299	28
163	126	43
163	219	14
163	19	9
164	282	41
164	711	19
164	196	36
165	269	25
165	596	16
165	61	-1
166	684	47
166	141	32
166	706	7
167	78	-10
167	33	22
167	335	28
168	29	31
168	256	5
168	578	50
169	255	49
169	429	32
169	36	38
170	227	30
170	328	14
170	192	33
171	451	8
171	49	25
171	566	31
172	102	-1
172	398	38
172	255	-8
173	347	37
173	617	16
173	40	-5
174	400	47
174	428	15
174	607	4
175	269	20
175	494	50
175	156	19
176	104	48
176	33	42
176	535	-7
177	402	3
177	638	39
177	544	14
178	261	4
178	50	-9
178	696	-8
179	278	0
179	173	39
179	44	25
180	531	-4
180	155	43
180	63	23
181	724	-8
181	599	39
181	403	39
182	315	40
182	406	47
182	692	41
183	413	3
183	20	13
183	401	-1
184	587	50
184	39	49
184	575	-6
185	87	7
185	712	32
185	645	-4
186	75	-3
186	703	34
186	441	-8
187	89	23
187	451	5
187	336	34
188	486	43
188	389	-2
188	501	-10
189	5	48
189	90	18
189	66	44
190	88	25
190	433	9
190	665	36
191	623	29
