0	78	36
0	29	11
1	31	2
1	2	40
2	1	-7
2	51	47
3	0	5
3	17	48
4	30	11
4	0	9
5	48	6
5	65	-8
6	76	13
6	66	25
7	76	33
7	70	32
8	35	31
8	32	1
9	34	22
9	43	-1
10	66	31
10	44	1
11	29	8
11	63	48
12	77	34
12	18	5
13	25	1
13	51	5
14	62	45
14	59	44
15	24	38
15	67	-10
16	41	0
16	12	26
17	4	24
17	15	19
18	20	43
18	75	31
19	51	18
19	27	20
20	50	8
20	10	22
21	76	1
21	37	22
22	41	4
22	31	27
23	19	47
23	67	9
24	16	-10
24	52	34
25	30	29
25	19	20
26	50	3
26	56	16
27	74	-10
27	14	25
28	52	-8
28	44	36
29	13	31
29	25	24
30	78	-2
30	43	28
31	57	32
31	7	-2
32	15	-3
32	66	-3
33	34	18
33	77	49
34	79	49
34	30	-9
35	48	39
35	74	42
36	33	2
36	3	19
37	52	37
37	12	41
38	11	23
38	50	10
39	71	12
39	41	22
40	58	4
40	64	33
41	65	50
41	6	22
42	78	-10
42	2	9
43	23	12
43	24	28
44	55	8
44	11	-7
45	69	34
45	77	35
46	62	33
46	52	18
47	28	29
47	71	38
48	41	16
48	58	49
49	7	-3
49	62	15
50	61	47
50	79	33
51	20	9
51	68	-5
52	44	38
52	13	35
53	28	41
53	69	18
54	59	26
54	60	27
55	48	50
55	30	4
56	35	3
56	37	38
57	8	-7
57	33	-3
58	16	42
58	37	43
59	78	46
59	13	17
60	2	34
60	25	27
61	31	-2
61	60	16
62	2	9
62	32	45
63	55	17
63	61	27
64	63	21
64	13	46
65	38	49
65	22	25
66	0	49
66	1	47
67	76	1
67	23	38
68	25	-9
68	43	38
69	0	18
69	27	15
70	12	20
70	56	44
71	54	41
71	19	29
72	30	47
72	4	27
73	46	13
73	60	8
74	38	28
74	79	44
75	49	21
75	55	46
76	49	-9
76	35	5
77	7	-8
77	62	48
78	9	-6
78	64	17
79	41	1
79	57	10
80	23	44
80	52	36
