0	169	19
0	179	44
1	78	12
1	101	16
2	107	-7
2	206	13
3	238	2
3	16	42
4	222	11
4	39	23
5	137	25
5	93	-3
6	115	27
6	185	38
7	151	35
7	100	3
8	28	35
8	196	16
9	8	27
9	208	30
10	213	-5
10	192	29
11	127	-4
11	25	32
12	16	48
12	176	5
13	164	19
13	177	24
14	110	-5
14	162	39
15	87	8
15	10	-2
16	232	42
16	151	14
17	178	39
17	138	-6
18	23	47
18	185	7
19	66	6
19	103	43
20	65	8
20	14	19
21	195	23
21	67	-1
22	135	-2
22	50	-1
23	96	45
23	226	18
24	173	24
24	37	39
25	188	48
25	185	0
26	165	28
26	22	-9
27	83	45
27	191	0
28	229	34
28	147	17
29	167	24
29	127	48
30	210	29
30	197	45
31	79	49
31	177	-9
32	83	6
32	97	28
33	49	19
33	137	48
34	172	30
34	139	45
35	175	29
35	41	49
36	25	25
36	211	6
37	32	31
37	204	29
38	2	41
38	22	43
39	161	28
39	84	16
40	39	-8
40	105	26
41	241	24
41	68	13
42	146	-3
42	234	-2
43	31	8
43	69	40
44	68	46
44	134	35
45	205	24
45	118	-10
46	170	38
46	43	24
47	43	18
47	10	-4
48	47	13
48	20	5
49	205	48
49	152	36
50	57	37
50	22	1
51	99	35
51	232	-10
52	193	-9
52	23	30
53	54	15
53	124	13
54	230	48
54	172	-8
55	5	12
55	177	49
56	192	46
56	126	44
57	68	0
57	221	42
58	239	24
58	24	-1
59	82	32
59	131	-5
60	211	17
60	76	49
61	240	50
61	7	-7
62	23	37
62	126	26
63	189	43
63	161	6
64	88	-1
64	111	19
65	235	46
65	42	37
66	172	38
66	29	-5
67	240	4
67	98	9
68	65	39
68	43	38
69	225	37
69	126	-2
70	71	23
70	1	8
71	130	40
71	149	41
72	119	33
72	96	-3
73	237	6
73	85	43
74	234	10
74	53	12
75	163	48
75	48	0
76	25	-8
76	38	-7
77	230	26
77	5	-9
78	52	18
78	231	38
79	34	12
79	57	5
80	60	23
80	173	1
81	217	6
81	26	26
82	161	21
82	49	47
83	89	7
83	115	14
84	227	50
84	104	1
85	223	40
85	25	7
86	174	42
86	80	42
87	143	13
87	105	7
88	54	50
88	47	22
89	182	23
89	186	10
90	227	13
90	238	0
91	101	14
91	115	39
92	44	39
92	228	-1
93	45	9
93	73	26
94	28	34
94	99	-5
95	183	32
95	36	-4
96	32	-7
96	185	27
97	166	23
97	56	41
98	220	33
98	88	7
99	130	15
99	31	31
100	41	43
100	37	32
101	151	10
101	66	-4
102	233	1
102	10	26
103	96	19
103	187	43
104	103	38
104	205	38
105	81	47
105	133	-1
106	80	-4
106	121	37
107	234	-1
107	104	3
108	36	32
108	15	48
109	25	10
109	218	29
110	64	25
110	210	42
111	92	35
111	43	0
112	16	-8
112	220	35
113	20	-2
113	25	26
114	29	0
114	124	-2
115	37	42
115	239	1
116	167	31
116	2	3
117	221	-2
117	115	-4
118	115	42
118	5	26
119	64	5
119	240	13
120	75	39
120	172	43
121	129	35
121	78	28
122	187	6
122	83	-1
123	128	38
123	227	1
124	0	0
124	11	-4
125	22	43
125	75	37
126	155	-9
126	128	38
127	42	36
127	177	32
128	60	10
128	23	28
129	41	3
129	149	32
130	189	-5
130	180	-1
131	195	13
131	10	41
132	99	27
132	144	46
133	140	23
133	125	25
134	147	42
134	237	49
135	172	36
135	25	46
136	16	49
136	204	14
137	32	-10
137	25	29
138	230	49
138	47	13
139	188	30
139	219	13
140	8	2
140	220	34
141	83	23
141	232	40
142	104	-3
142	212	26
143	27	43
143	173	-6
144	241	18
144	68	-8
145	217	34
145	75	-8
146	77	8
146	31	16
147	64	26
147	155	-5
148	46	20
148	201	17
149	162	1
149	52	26
150	76	-5
150	190	50
151	234	38
151	79	26
152	89	35
152	110	27
153	95	3
153	217	5
154	104	43
154	141	-7
155	29	23
155	53	-9
156	34	23
156	15	4
157	199	15
157	123	37
158	140	-2
158	173	-1
159	144	37
159	32	44
160	137	23
160	26	18
161	214	0
161	157	22
162	60	27
162	34	12
163	140	43
163	25	21
164	180	49
164	161	44
165	53	23
165	79	26
166	178	-7
166	2	37
167	189	18
167	225	39
168	181	3
168	68	2
169	31	40
169	212	18
170	57	39
170	106	24
171	119	16
171	174	42
172	79	25
172	182	-8
173	239	-5
173	201	44
174	219	12
174	75	22
175	172	-6
175	221	27
176	150	9
176	131	15
177	83	43
177	25	14
178	158	16
178	20	36
179	154	-2
179	187	17
180	161	-7
180	145	-8
181	235	40
181	28	0
182	239	33
182	167	27
183	34	-4
183	13	27
184	135	37
184	217	41
185	195	16
185	197	22
186	92	8
186	126	33
187	140	25
187	172	-7
188	194	6
188	197	37
189	167	49
189	241	36
190	43	38
190	37	46
191	94	6
191	184	-6
192	139	31
192	223	-5
193	168	-6
193	127	49
194	66	41
194	43	17
195	146	31
195	132	29
196	54	32
196	79	47
197	98	-3
197	73	16
198	202	5
198	189	1
199	18	38
199	40	10
200	96	7
200	48	21
201	11	-9
201	39	30
202	110	29
202	108	-8
203	165	8
203	134	9
204	93	-9
204	75	16
205	217	-5
205	236	47
206	83	8
206	118	2
207	17	2
207	236	44
208	130	-8
208	137	5
209	4	0
209	131	9
210	115	26
210	10	28
211	4	16
211	64	0
212	150	-7
212	23	7
213	54	29
213	15	43
214	116	7
214	213	40
215	148	46
215	24	-3
216	18	-6
216	40	3
217	135	30
217	5	17
218	83	-5
218	222	48
219	153	13
219	4	36
220	154	26
220	86	41
221	222	41
221	229	0
222	60	28
222	167	25
223	18	46
223	98	47
224	180	-1
224	51	32
225	173	26
225	234	-2
226	58	7
226	95	29
227	60	13
227	226	49
228	0	9
228	100	47
229	148	42
229	131	-6
230	232	31
230	3	39
231	211	49
231	41	46
232	231	23
232	177	-6
233	92	4
233	154	-3
234	230	33
234	169	47
235	18	-8
235	208	25
236	205	44
236	111	25
237	54	-2
237	222	47
238	81	37
238	130	45
239	234	44
239	214	36
240	84	36
240	128	2
241	6	-3
241	77	34
242	34	30
242	143	19
