0	67	42
0	78	11
1	19	8
1	46	5
2	80	20
2	22	-2
3	67	4
3	80	9
4	68	27
4	71	17
5	32	22
5	49	4
6	27	13
6	5	28
7	2	26
7	80	40
8	73	42
8	4	25
9	76	44
9	61	49
10	30	28
10	56	0
11	48	41
11	19	-10
12	57	18
12	17	4
13	50	9
13	46	35
14	13	32
14	72	29
15	74	10
15	61	-2
16	2	43
16	41	19
17	6	5
17	20	47
18	13	9
18	63	-4
19	4	12
19	78	-4
20	57	15
20	62	-6
21	35	11
21	66	-8
22	50	9
22	62	0
23	41	32
23	64	0
24	45	-1
24	3	-9
25	21	41
25	42	32
26	4	42
26	57	9
27	39	0
27	10	-2
28	67	16
28	79	4
29	24	-5
29	45	49
30	64	47
30	1	17
31	37	11
31	45	19
32	46	-3
32	58	15
33	23	3
33	29	4
34	70	-3
34	18	4
35	3	1
35	61	5
36	50	44
36	46	25
37	0	-6
37	67	14
38	32	0
38	69	38
39	35	2
39	9	47
40	62	40
40	70	23
41	9	47
41	37	-7
42	9	1
42	40	9
43	37	45
43	70	32
44	43	37
44	61	-4
45	42	-1
45	80	5
46	36	-6
46	66	5
47	20	7
47	2	30
48	10	1
48	25	-2
49	11	-3
49	21	33
50	61	19
50	28	50
51	45	21
51	28	6
52	62	7
52	18	10
53	27	12
53	60	28
54	40	-3
54	14	-8
55	37	39
55	50	14
56	75	32
56	80	-2
57	7	-4
57	53	-2
58	46	39
58	68	19
59	0	20
59	55	-10
60	35	-9
60	49	17
61	15	13
61	2	29
62	13	48
62	16	50
63	56	-8
63	77	7
64	11	-8
64	40	29
65	5	12
65	55	-3
66	8	13
66	43	49
67	42	28
67	44	-2
68	10	27
68	4	34
69	57	26
69	4	45
70	36	46
70	34	-10
71	13	26
71	79	41
72	46	22
72	52	50
73	16	48
73	61	4
74	46	15
74	9	21
75	79	7
75	27	7
76	22	13
76	69	30
77	80	-5
77	65	22
78	36	45
78	63	-2
79	76	-5
79	27	-8
80	72	39
80	0	0
